284,CYXE,YXE,Saskatoon,John G. Diefenbaker Intl,52.17083333,-106.69972222,1654,128.4,11,America/Regina,1
285,CYXH,YXH,Medicine Hat,,50.01888889,-110.72083333,2352,,13,America/Edmonton,1
287,CYXJ,YXJ,Fort St. John,,56.23805556,-120.74027778,2280,128.5,19,America/Dawson_Creek,1
288,CYXL,YXL,Sioux Lookout,,50.11388889,-91.90527778,1258,124.75,-1,America/Winnipeg,1
289,CYXN,YXN,Whale Cove,,62.24,-92.59805556,40,,-6,America/Rankin_Inlet,1
290,CYXP,YXP,Pangnirtung,,66.145,-65.71361111,75,,-34,America/Pangnirtung,1
291,CYXR,YXR,Earlton,Timiskaming Regional,47.695,-79.84888889,798,,-12,America/Toronto,1
292,CYXS,YXS,Prince George,,53.88944444,-122.67888889,2267,,19,America/Vancouver,1
293,CYXT,YXT,Terrace,,54.46861111,-128.57611111,713,,20,America/Vancouver,1
294,CYXU,YXU,London,,43.03305556,-81.15111111,912,127.8,-9,America/Toronto,1
295,CYXX,YXX,Abbotsford,,49.02527778,-122.36055556,195,119.8,17,America/Vancouver,1
296,CYXY,YXY,Whitehorse,,60.70944444,-135.06888889,2317,,22,America/Whitehorse,1
297,CYYB,YYB,North Bay,,46.36361111,-79.42277778,1215,124.9,-11,America/Toronto,1
298,CYYC,YYC,Calgary,,51.11388889,-114.02027778,3557,127.2,15,America/Edmonton,1
299,CYYD,YYD,Smithers,,54.82527778,-127.18277778,1716,,20,America/Vancouver,1
300,CYYE,YYE,Fort Nelson,,58.83638889,-122.59694444,1253,,21,America/Vancouver,1
301,CYYF,YYF,Penticton,,49.46305556,-119.60222222,1129,,17,America/Vancouver,1
302,CYYG,YYG,Charlottetown,,46.28916667,-63.11916667,160,,-19,America/Halifax,1
303,CYYH,YYH,Taloyoak,,69.54666667,-93.57666667,92,,-15,America/Cambridge_Bay,1
304,CYYJ,YYJ,Victoria,,48.64694444,-123.42583333,63,118.8,17,America/Vancouver,1
305,CYYL,YYL,Lynn Lake,,56.86388889,-101.07611111,1170,,7,America/Winnipeg,1
306,CYYN,YYN,Swift Current,,50.29194444,-107.69055556,2680,,12,America/Regina,1
307,CYYQ,YYQ,Churchill,,58.73916667,-94.065,94,,-2,America/Winnipeg,1
308,CYYR,YYR,Goose Bay,,53.31916667,-60.42583333,160,128.1,-22,America/Goose_Bay,1
309,CYYT,YYT,St. John's,,47.61861111,-52.7525,461,128.0,-19,America/St_Johns,1
310,CYYU,YYU,Kapuskasing,,49.41166667,-82.46861111,743,,-10,America/Toronto,1
311,CYYW,YYW,Armstrong,,50.29027778,-88.90972222,1058,,-5,America/Toronto,1
312,CYYY,YYY,Mont-Joli,,48.60888889,-68.2075,172,,-19,America/Montreal,1
313,CYYZ,YYZ,Toronto,Lester B. Pearson Intl,43.67722222,-79.63055556,569,120.825,-12,America/Toronto,1
315,CYZD,YZD,Toronto,Downsview,43.74277778,-79.46555556,652,,-11,America/Toronto,1
316,CYZE,YZE,Gore Bay-Manitoulin,,45.88166667,-82.56722222,635,,-9,America/Toronto,1
317,CYZF,YZF,Yellowknife,,62.46277778,-114.44027778,675,128.4,19,America/Yellowknife,1
318,CYZH,YZH,Slave Lake,,55.29305556,-114.77722222,1912,,17,America/Edmonton,1
319,CYZP,YZP,Sandspit,,53.25416667,-131.81388889,21,,20,America/Vancouver,1
320,CYZR,YZR,Sarnia,Chris Hadfield,42.99944444,-82.30888889,595,,-8,America/Toronto,1
321,CYZT,YZT,Port Hardy,,50.68055556,-127.36666667,71,,18,America/Vancouver,1
322,CYZU,YZU,Whitecourt,,54.14388889,-115.78666667,2567,,17,America/Edmonton,1
323,CYZV,YZV,Sept-Iles,,50.22333333,-66.26555556,180,124.8,-20,America/Montreal,1
324,CYZW,YZW,Teslin,,60.17277778,-132.74277778,2313,,22,America/Whitehorse,1
325,CYZX,YZX,Greenwood,,44.98444444,-64.91694444,92,128.85,-18,America/Halifax,1
326,CZFA,ZFA,Faro,,62.2075,-133.37583333,2351,,23,America/Whitehorse,1
327,CZFM,ZFM,Fort McPherson,,67.4075,-134.86055556,116,,25,America/Yellowknife,1
331,DAAD,,Bou Saada,,35.33138889,4.20444444,1506,,0,Africa/Algiers,1
332,DAAE,BJA,Bejaia,Soummam-Abane Ramdane,36.71194444,5.06944444,20,,1,Africa/Algiers,1
334,DAAG,ALG,Alger,Houari Boumediene,36.69444444,3.21694444,82,128.525,0,Africa/Algiers,1
335,DAAJ,DJG,Djanet,Tiska,24.29305556,9.45194444,3169,,1,Africa/Algiers,1
339,DAAP,VVZ,Illizi,Takhamalt,26.72361111,8.61777778,1778,,1,Africa/Algiers,1
341,DAAS,QSF,Setif,8 Mai 45,36.17861111,5.33,3330,,1,Africa/Algiers,1
342,DAAT,TMR,Tamanrasset,Aguenar-Hadj Bey Akhamok,22.81111111,5.45083333,4518,,0,Africa/Algiers,1
343,DAAV,GJL,Jijel,Ferhat Abbas,36.79444444,5.87361111,36,,1,Africa/Algiers,1
348,DABB,AAE,Annaba,Rabah Bitat,36.82222222,7.80944444,16,,1,Africa/Algiers,1
349,DABC,CZL,Constantine,Mohamed Boudiaf,36.28527778,6.61916667,2316,,1,Africa/Algiers,1
351,DABS,TEE,Tebessa,Cheikh Larbi Tebessi,35.43263611,8.1256,2671,,1,Africa/Algiers,1
352,DABT,BLJ,Batna,Mostepha Ben Boulaid,35.75916667,6.3225,2700,,1,Africa/Algiers,1
356,DAOB,TID,Tiaret,Abdelhafid Boussouf Bou Chekif,35.34138889,1.46694444,3245,,0,Africa/Algiers,1
359,DAOF,TIN,Tindouf,,27.7,-8.16666667,1453,,-3,Africa/Algiers,1
360,DAOI,QAS,Chlef,,36.21694444,1.34,502,,0,Africa/Algiers,1
362,DAON,TLM,Tlemcen,Zenata-Messali El Hadj,35.01527778,-1.45083333,814,,-1,Africa/Algiers,1
363,DAOO,ORN,Oran,Es Senia,35.62722222,-0.61138889,299,,-1,Africa/Algiers,1
365,DAOV,MUW,Ghriss,,35.21694444,0.14833333,1686,,0,Africa/Algiers,1
367,DATG,,In Guezzam,,19.56888889,5.74888889,1325,,0,Africa/Algiers,1
368,DATM,BMW,Bordj Mokhtar,,21.375,0.92388889,1302,,-1,Africa/Algiers,1
369,DAUA,AZR,Adrar,Touat-Cheikh Sidi Mohamed Belkebir,27.83916667,-0.18527778,919,,-1,Africa/Algiers,1
370,DAUB,BSK,Biskra,Mohamed Khider,34.80166667,5.74166667,289,,1,Africa/Algiers,1
371,DAUE,ELG,El Golea,,30.56888889,2.86472222,1306,,0,Africa/Algiers,1
372,DAUG,GHA,Ghardaia,Noumerat-Moufdi Zakaria,32.38166667,3.79944444,1512,,0,Africa/Algiers,1
373,DAUH,HME,Hassi Messaoud,Oued Irara-Krim Belkacem,31.67388889,6.14055556,459,,1,Africa/Algiers,1
374,DAUI,INZ,In Salah,,27.25361111,2.51083333,896,,0,Africa/Algiers,1
375,DAUK,TGR,Touggourt,Sidi Mahdi,33.06,6.08722222,279,,1,Africa/Algiers,1
377,DAUT,TMX,Timimoun,,29.24111111,0.28361111,1027,,-1,Africa/Algiers,1
378,DAUU,OGX,Ouargla,Ain Beida,31.93138889,5.40666667,499,,1,Africa/Algiers,1
379,DAUZ,IAM,Zarzaitine,In Amenas,28.05138889,9.64277778,1847,,1,Africa/Algiers,1
380,DBBB,COO,Cotonou,Cadjehoun,6.35638889,2.38333333,19,,-3,Africa/Porto-Novo,1
386,DBBP,,Parakou,,9.35694444,2.60916667,1263,,-3,Africa/Porto-Novo,1
424,DFFD,OUA,Ouagadougou,,12.35361111,-1.51194444,1038,,-3,Africa/Ouagadougou,1
433,DFOO,BOY,Bobo-Dioulasso,,11.1675,-4.32111111,1511,,-4,Africa/Ouagadougou,1
439,DGAA,ACC,Accra,Kotoka International,5.60515833,-0.16678611,205,,-4,Africa/Accra,1
